        Date        ecHMS_Angle ecSHMS_Angle
2018-01-21 17:42:06       64.99         19.6
2018-01-21 17:42:08       64.99        19.62
2018-01-21 17:42:10       64.99        19.64
2018-01-21 17:42:11       64.99        19.65
2018-01-21 17:42:13       64.99        19.67
2018-01-21 17:42:15       64.99        19.69
2018-01-21 17:42:17       64.99        19.71
2018-01-21 17:42:19       64.99        19.73
2018-01-21 17:42:21       64.99        19.75
2018-01-21 17:42:23       64.99        19.76
2018-01-21 17:42:25       64.99        19.78
2018-01-21 17:42:27       64.99         19.8
2018-01-21 17:42:30       64.99        19.82
2018-01-21 17:42:32       64.99        19.83
2018-01-21 17:42:37       64.99        19.85
2018-01-21 17:42:41       64.99        19.87
2018-01-21 17:42:45       64.99        19.89
2018-01-21 17:42:47       64.99         19.9
2018-01-21 17:42:51       64.99        19.92
2018-01-21 17:42:54       64.99        19.94
2018-01-21 17:42:56       64.99        19.96
2018-01-21 17:43:03       64.99        19.98
2018-01-21 17:43:06       64.99        19.99
2018-01-21 18:14:57       64.99        20.01
2018-01-21 18:14:59       64.99        20.03
2018-01-21 18:15:01       64.99        20.05
2018-01-21 18:15:03       64.99        20.08
2018-01-21 18:15:05       64.99        20.11
2018-01-21 18:15:06       64.99        20.14
2018-01-21 18:15:07       64.99        20.16
2018-01-21 18:15:08       64.99        20.17
2018-01-21 18:15:09       64.99        20.21
2018-01-21 18:15:10       64.99        20.23
2018-01-21 18:15:11       64.99        20.26
2018-01-21 18:15:12       64.99         20.3
2018-01-21 18:15:13       64.99        20.32
2018-01-21 18:15:14       64.99        20.35
2018-01-21 18:15:15       64.99        20.39
2018-01-21 18:15:16       64.99        20.43
2018-01-21 18:15:17       64.99        20.48
2018-01-21 18:15:18       64.99        20.51
2018-01-21 18:15:19       64.99        20.53
2018-01-21 18:15:20       64.99        20.61
2018-01-21 18:15:21       64.99        20.66
2018-01-21 18:15:22       64.99        20.68
2018-01-21 18:15:23       64.99        20.75
2018-01-21 18:15:24       64.99         20.8
2018-01-21 18:15:25       64.99        20.84
2018-01-21 18:15:26       64.99        20.86
2018-01-21 18:15:27       64.99        20.91
2018-01-21 18:15:28       64.99        20.98
2018-01-21 18:15:29       64.99        21.03
2018-01-21 18:15:30       64.99        21.05
2018-01-21 18:15:31       64.99        21.09
2018-01-21 18:15:32       64.99        21.17
2018-01-21 18:15:33       64.99        21.22
2018-01-21 18:15:34       64.99        21.25
2018-01-21 18:15:35       64.99        21.28
2018-01-21 18:15:36       64.99        21.32
2018-01-21 18:15:37       64.99        21.38
2018-01-21 18:15:38       64.99        21.43
2018-01-21 18:15:39       64.99        21.47
2018-01-21 18:15:40       64.99        21.51
2018-01-21 18:15:41       64.99        21.54
2018-01-21 18:15:42       64.99        21.59
2018-01-21 18:15:43       64.99        21.64
2018-01-21 18:15:44       64.99        21.68
2018-01-21 18:15:45       64.99        21.73
2018-01-21 18:15:46       64.99        21.77
2018-01-21 18:15:47       64.99        21.82
2018-01-21 18:15:48       64.99        21.87
2018-01-21 18:15:49       64.99        21.91
2018-01-21 18:15:50       64.99        21.96
2018-01-21 18:15:51       64.99           22
2018-01-21 18:15:52       64.99        22.04
2018-01-21 18:15:53       64.99         22.1
2018-01-21 18:15:54       64.99        22.14
2018-01-21 18:15:55       64.99        22.18
2018-01-21 18:15:56       64.99        22.23
2018-01-21 18:15:57       64.99        22.27
2018-01-21 18:15:58       64.99        22.32
2018-01-21 18:15:59       64.99        22.36
2018-01-21 18:16:00       64.99        22.42
2018-01-21 18:16:01       64.99        22.47
2018-01-21 18:16:02       64.99         22.5
2018-01-21 18:16:03       64.99        22.54
2018-01-21 18:16:04       64.99         22.6
2018-01-21 18:16:05       64.99        22.64
2018-01-21 18:16:06       64.99        22.67
2018-01-21 18:16:07       64.99        22.73
2018-01-21 18:16:08       64.99        22.77
2018-01-21 18:16:09       64.99         22.8
2018-01-21 18:16:10       64.99        22.87
2018-01-21 18:16:11       64.99        22.91
2018-01-21 18:16:12       64.99        22.93
2018-01-21 18:16:13       64.99           23
2018-01-21 18:16:14       64.99        23.04
2018-01-21 18:16:15       64.99        23.07
2018-01-21 18:16:16       64.99        23.13
2018-01-21 18:16:17       64.99        23.19
2018-01-21 18:16:18       64.99        23.21
2018-01-21 18:16:19       64.99        23.26
2018-01-21 18:16:20       64.99        23.32
2018-01-21 18:16:21       64.99        23.38
2018-01-21 18:16:22       64.99        23.43
2018-01-21 18:16:23       64.99        23.47
2018-01-21 18:16:24       64.99        23.52
2018-01-21 18:16:25       64.99        23.56
2018-01-21 18:16:26       64.99        23.57
2018-01-21 18:16:27       64.99        23.62
2018-01-21 18:16:28       64.99        23.72
2018-01-21 18:16:29       64.99        23.73
2018-01-21 18:16:30       64.99        23.75
2018-01-21 18:16:31       64.99        23.82
2018-01-21 18:16:32       64.99        23.88
2018-01-21 18:16:33       64.99        23.91
2018-01-21 18:16:34       64.99        23.93
2018-01-21 18:16:35       64.99        24.01
2018-01-21 18:16:36       64.99        24.06
2018-01-21 18:16:37       64.99        24.05
2018-01-21 18:16:38       64.99        24.06
2018-01-21 18:16:39       64.99         24.1
2018-01-21 18:16:40       64.99        24.14
2018-01-21 18:16:42       64.99        24.16
2018-01-21 18:16:43       64.99         24.2
2018-01-21 18:16:44       64.99        24.21
2018-01-21 18:16:45       64.99        24.24
2018-01-21 18:16:46       64.99        24.28
2018-01-21 18:16:48       64.99        24.32
2018-01-21 18:16:49       64.99        24.36
2018-01-21 18:16:50       64.99        24.37
2018-01-21 18:16:51       64.99         24.4
2018-01-21 18:16:52       64.99        24.43
2018-01-21 18:16:53       64.99        24.45
2018-01-21 18:16:54       64.99        24.48
2018-01-21 18:16:55       64.99         24.5
2018-01-21 18:16:56       64.99        24.51
2018-01-21 18:16:58       64.99        24.53
2018-01-21 18:17:00       64.99        24.55
2018-01-21 18:17:01       64.99        24.56
2018-01-21 18:17:04       64.99        24.59
2018-01-21 18:17:05       64.99         24.6
2018-01-21 18:17:07       64.99        24.62
2018-01-21 18:17:09       64.99        24.64
2018-01-21 18:17:10       64.99        24.65
2018-01-21 18:17:12       64.99        24.67
2018-01-21 18:17:14       64.99        24.69
2018-01-21 18:17:16       64.99        24.71
2018-01-21 18:17:19       64.99        24.74
2018-01-21 18:17:22       64.99        24.76
2018-01-21 18:17:24       64.99        24.78
2018-01-21 18:17:26       64.99         24.8
2018-01-21 18:17:27       64.99        24.81
2018-01-21 18:17:31       64.99        24.83
2018-01-21 18:17:35       64.99        24.85
2018-01-21 18:17:39       64.99        24.87
2018-01-21 18:17:44       64.99        24.89
2018-01-21 18:17:46       64.99         24.9
2018-01-21 18:17:51       64.99        24.92
2018-01-21 18:17:55       64.99        24.94
2018-01-21 18:17:59       64.99        24.96
2018-01-21 18:18:04       64.99        24.98
2018-01-21 18:18:06       64.99        24.99
2018-01-21 18:18:14       64.99        24.98
2018-01-21 18:18:22       64.99        24.97
2018-01-21 20:27:23       64.99        24.98
2018-01-21 20:27:24       64.99        24.99
2018-01-21 20:27:26       64.99        25.01
2018-01-21 20:27:28       64.99        25.04
2018-01-21 20:27:29       64.99        25.05
2018-01-21 20:27:30       64.99        25.07
2018-01-21 20:27:31       64.99        25.09
2018-01-21 20:27:32       64.99        25.11
2018-01-21 20:27:33       64.99        25.13
2018-01-21 20:27:34       64.99        25.16
2018-01-21 20:27:35       64.99        25.18
2018-01-21 20:27:36       64.99        25.22
2018-01-21 20:27:37       64.99        25.24
2018-01-21 20:27:38       64.99        25.28
2018-01-21 20:27:39       64.99        25.31
2018-01-21 20:27:40       64.99        25.34
2018-01-21 20:27:41       64.99        25.38
2018-01-21 20:27:42       64.99        25.42
2018-01-21 20:27:43       64.99        25.46
2018-01-21 20:27:44       64.99         25.5
2018-01-21 20:27:45       64.99        25.54
2018-01-21 20:27:46       64.99         25.6
2018-01-21 20:27:47       64.99        25.64
2018-01-21 20:27:48       64.99        25.68
2018-01-21 20:27:49       64.99        25.74
2018-01-21 20:27:50       64.99        25.77
2018-01-21 20:27:51       64.99        25.82
2018-01-21 20:27:52       64.99        25.87
2018-01-21 20:27:53       64.99         25.9
2018-01-21 20:27:54       64.99        25.97
2018-01-21 20:27:55       64.99           26
2018-01-21 20:27:56       64.99        26.06
2018-01-21 20:27:57       64.99         26.1
2018-01-21 20:27:58       64.99        26.14
2018-01-21 20:27:59       64.99        26.19
2018-01-21 20:28:00       64.99        26.23
2018-01-21 20:28:01       64.99        26.28
2018-01-21 20:28:02       64.99        26.33
2018-01-21 20:28:03       64.99        26.36
2018-01-21 20:28:04       64.99        26.42
2018-01-21 20:28:05       64.99        26.46
2018-01-21 20:28:06       64.99        26.51
2018-01-21 20:28:07       64.99        26.56
2018-01-21 20:28:08       64.99        26.59
2018-01-21 20:28:09       64.99        26.64
2018-01-21 20:28:10       64.99         26.7
2018-01-21 20:28:11       64.99        26.72
2018-01-21 20:28:12       64.99        26.78
2018-01-21 20:28:13       64.99        26.83
2018-01-21 20:28:14       64.99        26.87
2018-01-21 20:28:15       64.99        26.92
2018-01-21 20:28:16       64.99        26.96
2018-01-21 20:28:17       64.99        27.01
2018-01-21 20:28:18       64.99        27.06
2018-01-21 20:28:19       64.99         27.1
2018-01-21 20:28:20       64.99        27.14
2018-01-21 20:28:21       64.99        27.19
2018-01-21 20:28:22       64.99        27.24
2018-01-21 20:28:23       64.99        27.28
2018-01-21 20:28:24       64.99        27.33
2018-01-21 20:28:25       64.99        27.38
2018-01-21 20:28:26       64.99        27.42
2018-01-21 20:28:27       64.99        27.47
2018-01-21 20:28:28       64.99        27.51
2018-01-21 20:28:29       64.99        27.58
2018-01-21 20:28:30       64.99        27.63
2018-01-21 20:28:32       64.99         27.7
2018-01-21 20:28:33       64.99        27.76
2018-01-21 20:28:34       64.99         27.8
2018-01-21 20:28:35       64.99        27.81
2018-01-21 20:28:36       64.99        27.87
2018-01-21 20:28:37       64.99        27.94
2018-01-21 20:28:38       64.99        27.98
2018-01-21 20:28:39       64.99           28
2018-01-21 20:28:40       64.99        28.07
2018-01-21 20:28:41       64.99        28.12
2018-01-21 20:28:43       64.99        28.19
2018-01-21 20:28:44       64.99        28.24
2018-01-21 20:28:45       64.99        28.26
2018-01-21 20:28:46       64.99        28.33
2018-01-21 20:28:47       64.99        28.37
2018-01-21 20:28:48       64.99         28.4
2018-01-21 20:28:49       64.99        28.47
2018-01-21 20:28:50       64.99         28.5
2018-01-21 20:28:51       64.99        28.55
2018-01-21 20:28:52       64.99         28.6
2018-01-21 20:28:53       64.99        28.64
2018-01-21 20:28:54       64.99        28.69
2018-01-21 20:28:55       64.99        28.73
2018-01-21 20:28:56       64.99        28.78
2018-01-21 20:28:57       64.99        28.83
2018-01-21 20:28:58       64.99        28.86
2018-01-21 20:28:59       64.99        28.93
2018-01-21 20:29:00       64.99        28.97
2018-01-21 20:29:01       64.99           29
2018-01-21 20:29:02       64.99        29.05
2018-01-21 20:29:03       64.99        29.08
2018-01-21 20:29:05       64.99        29.12
2018-01-21 20:29:06       64.99        29.15
2018-01-21 20:29:08       64.99        29.19
2018-01-21 20:29:09       64.99        29.23
2018-01-21 20:29:11       64.99        29.26
2018-01-21 20:29:12       64.99         29.3
2018-01-21 20:29:13       64.99        29.33
2018-01-21 20:29:15       64.99        29.37
2018-01-21 20:29:16       64.99        29.41
2018-01-21 20:29:17       64.99        29.44
2018-01-21 20:29:19       64.99        29.46
2018-01-21 20:29:20       64.99         29.5
2018-01-21 20:29:21       64.99        29.52
2018-01-21 20:29:24       64.99        29.53
2018-01-21 20:29:26       64.99        29.55
2018-01-21 20:29:27       64.99        29.56
2018-01-21 20:29:29       64.99        29.58
2018-01-21 20:29:31       64.99         29.6
2018-01-21 20:29:33       64.99        29.62
2018-01-21 20:29:35       64.99        29.64
2018-01-21 20:29:36       64.99        29.65
2018-01-21 20:29:38       64.99        29.67
2018-01-21 20:29:40       64.99        29.69
2018-01-21 20:29:42       64.99        29.71
2018-01-21 20:29:44       64.99        29.73
2018-01-21 20:29:45       64.99        29.74
2018-01-21 20:29:47       64.99        29.76
2018-01-21 20:29:49       64.99        29.78
2018-01-21 20:29:51       64.99         29.8
2018-01-21 20:29:54       64.99        29.81
2018-01-21 20:29:58       64.99        29.83
2018-01-21 20:30:02       64.99        29.85
2018-01-21 20:30:06       64.99        29.87
2018-01-21 20:30:10       64.99        29.89
2018-01-21 20:30:12       64.99         29.9
2018-01-21 20:30:16       64.99        29.92
2018-01-21 20:30:19       64.99        29.94
2018-01-21 20:30:24       64.99        29.96
2018-01-21 20:30:28       64.99        29.98
2018-01-21 20:30:31       64.99        29.99
2018-01-21 21:19:23       64.99        30.01
2018-01-21 21:19:26       64.99        30.03
2018-01-21 21:19:27       64.99        30.05
2018-01-21 21:19:28       64.99        30.06
2018-01-21 21:19:29       64.99        30.08
2018-01-21 21:19:30       64.99         30.1
2018-01-21 21:19:31       64.99        30.12
2018-01-21 21:19:33       64.99        30.15
2018-01-21 21:19:34       64.99        30.18
2018-01-21 21:19:35       64.99        30.21
2018-01-21 21:19:36       64.99        30.23
2018-01-21 21:19:37       64.99        30.26
2018-01-21 21:19:38       64.99         30.3
2018-01-21 21:19:39       64.99        30.32
2018-01-21 21:19:40       64.99        30.37
2018-01-21 21:19:41       64.99         30.4
2018-01-21 21:19:42       64.99        30.44
2018-01-21 21:19:43       64.99        30.48
2018-01-21 21:19:44       64.99        30.52
2018-01-21 21:19:45       64.99        30.57
2018-01-21 21:19:46       64.99        30.61
2018-01-21 21:19:47       64.99        30.65
2018-01-21 21:19:48       64.99         30.7
2018-01-21 21:19:49       64.99        30.74
2018-01-21 21:19:50       64.99        30.79
2018-01-21 21:19:51       64.99        30.85
2018-01-21 21:19:52       64.99        30.91
2018-01-21 21:19:53       64.99        30.97
2018-01-21 21:19:55       64.99        31.01
2018-01-21 21:19:56       64.99        31.08
2018-01-21 21:19:57       64.99        31.12
2018-01-21 21:19:58       64.99        31.14
2018-01-21 21:19:59       64.99         31.2
2018-01-21 21:20:00       64.99        31.26
2018-01-21 21:20:02       64.99        31.34
2018-01-21 21:20:03       64.99         31.4
2018-01-21 21:20:04       64.99        31.42
2018-01-21 21:20:05       64.99        31.47
2018-01-21 21:20:06       64.99        31.52
2018-01-21 21:20:07       64.99        31.54
2018-01-21 21:20:08       64.99         31.6
2018-01-21 21:20:09       64.99        31.64
2018-01-21 21:20:10       64.99        31.69
2018-01-21 21:20:11       64.99        31.73
2018-01-21 21:20:12       64.99        31.78
2018-01-21 21:20:13       64.99        31.83
2018-01-21 21:20:14       64.99        31.87
2018-01-21 21:20:15       64.99        31.92
2018-01-21 21:20:16       64.99        31.96
2018-01-21 21:20:17       64.99        32.02
2018-01-21 21:20:18       64.99        32.05
2018-01-21 21:20:19       64.99         32.1
2018-01-21 21:20:20       64.99        32.15
2018-01-21 21:20:21       64.99        32.18
2018-01-21 21:20:22       64.99        32.23
2018-01-21 21:20:23       64.99         32.3
2018-01-21 21:20:24       64.99        32.35
2018-01-21 21:20:26       64.99        32.41
2018-01-21 21:20:27       64.99        32.48
2018-01-21 21:20:28       64.99        32.51
2018-01-21 21:20:29       64.99        32.55
2018-01-21 21:20:30       64.99         32.6
2018-01-21 21:20:31       64.99        32.64
2018-01-21 21:20:32       64.99        32.69
2018-01-21 21:20:33       64.99        32.74
2018-01-21 21:20:34       64.99        32.78
2018-01-21 21:20:35       64.99        32.81
2018-01-21 21:20:36       64.99        32.89
2018-01-21 21:20:37       64.99        32.92
2018-01-21 21:20:38       64.99        32.95
2018-01-21 21:20:39       64.99        33.02
2018-01-21 21:20:40       64.99        33.05
2018-01-21 21:20:41       64.99        33.09
2018-01-21 21:20:42       64.99        33.16
2018-01-21 21:20:43       64.99        33.19
2018-01-21 21:20:44       64.99        33.23
2018-01-21 21:20:45       64.99        33.28
2018-01-21 21:20:46       64.99        33.32
2018-01-21 21:20:47       64.99        33.37
2018-01-21 21:20:48       64.99        33.41
2018-01-21 21:20:49       64.99        33.45
2018-01-21 21:20:50       64.99        33.52
2018-01-21 21:20:51       64.99        33.56
2018-01-21 21:20:52       64.99        33.58
2018-01-21 21:20:53       64.99        33.65
2018-01-21 21:20:54       64.99        33.69
2018-01-21 21:20:55       64.99        33.72
2018-01-21 21:20:56       64.99        33.78
2018-01-21 21:20:57       64.99        33.83
2018-01-21 21:20:58       64.99        33.87
2018-01-21 21:20:59       64.99        33.92
2018-01-21 21:21:00       64.99        33.96
2018-01-21 21:21:01       64.99        34.01
2018-01-21 21:21:02       64.99        34.07
2018-01-21 21:21:05       64.99         34.1
2018-01-21 21:21:06       64.99        34.12
2018-01-21 21:21:07       64.99        34.15
2018-01-21 21:21:08       64.99        34.19
2018-01-21 21:21:09       64.99        34.21
2018-01-21 21:21:10       64.99        34.23
2018-01-21 21:21:11       64.99        34.26
2018-01-21 21:21:12       64.99        34.28
2018-01-21 21:21:13       64.99         34.3
2018-01-21 21:21:14       64.99        34.33
2018-01-21 21:21:15       64.99        34.36
2018-01-21 21:21:16       64.99        34.39
2018-01-21 21:21:17       64.99        34.41
2018-01-21 21:21:18       64.99        34.43
2018-01-21 21:21:19       64.99        34.46
2018-01-21 21:21:20       64.99        34.48
2018-01-21 21:21:21       64.99        34.51
2018-01-21 21:21:22       64.99        34.53
2018-01-21 21:21:25       64.99        34.55
2018-01-21 21:21:27       64.99        34.57
2018-01-21 21:21:29       64.99        34.59
2018-01-21 21:21:32       64.99        34.62
2018-01-21 21:21:33       64.99        34.63
2018-01-21 21:21:36       64.99        34.65
2018-01-21 21:21:37       64.99        34.66
2018-01-21 21:21:39       64.99        34.69
2018-01-21 21:21:40       64.99         34.7
2018-01-21 21:21:42       64.99        34.72
2018-01-21 21:21:43       64.99        34.73
2018-01-21 21:21:45       64.99        34.75
2018-01-21 21:21:47       64.99        34.77
2018-01-21 21:21:49       64.99        34.79
2018-01-21 21:21:50       64.99         34.8
2018-01-21 21:21:55       64.99        34.82
2018-01-21 21:21:59       64.99        34.84
2018-01-21 21:22:03       64.99        34.86
2018-01-21 21:22:07       64.99        34.88
2018-01-21 21:22:11       64.99         34.9
2018-01-21 21:22:13       64.99        34.91
2018-01-21 21:22:17       64.99        34.93
2018-01-21 21:22:21       64.99        34.95
2018-01-21 21:22:25       64.99        34.97
2018-01-21 21:22:28       64.99        34.98
2018-01-21 21:22:32       64.99           35
2018-01-21 21:22:42       64.99        34.98
2018-01-21 21:26:50       64.99        34.97
2018-01-22 10:52:02          65        34.97
2018-01-22 10:52:03       65.02        34.97
2018-01-22 10:52:05       65.04        34.97
2018-01-22 10:52:06       65.06        34.97
2018-01-22 10:52:09       65.05        34.97
2018-01-22 10:52:21       65.06        34.97
2018-01-22 10:52:22       65.07        34.97
2018-01-22 10:52:24       65.09        34.97
2018-01-22 10:52:26       65.12        34.97
2018-01-22 10:52:27       65.14        34.97
2018-01-22 10:52:28       65.15        34.97
2018-01-22 10:52:29       65.18        34.97
2018-01-22 10:52:30        65.2        34.97
2018-01-22 10:52:31       65.22        34.97
2018-01-22 10:52:32       65.25        34.97
2018-01-22 10:52:50       65.26        34.97
2018-01-22 10:52:51       65.28        34.97
2018-01-22 10:52:53        65.3        34.97
2018-01-22 10:52:54       65.31        34.97
2018-01-22 10:52:55       65.33        34.97
2018-01-22 10:52:56       65.35        34.97
2018-01-22 10:52:57       65.37        34.97
2018-01-22 10:52:58       65.39        34.97
2018-01-22 10:52:59       65.41        34.97
2018-01-22 10:53:00       65.44        34.97
2018-01-22 10:53:01       65.46        34.97
2018-01-22 10:53:02       65.49        34.97
2018-01-22 10:53:03       65.51        34.97
2018-01-22 10:53:06       65.53        34.97
2018-01-22 10:53:07       65.54        34.97
2018-01-22 10:53:09       65.56        34.97
2018-01-22 10:53:10       65.57        34.97
2018-01-22 10:53:12       65.59        34.97
2018-01-22 10:53:14       65.61        34.97
2018-01-22 10:53:15       65.62        34.97
2018-01-22 10:53:18       65.64        34.97
2018-01-22 10:53:19       65.65        34.97
2018-01-22 10:53:21       65.67        34.97
2018-01-22 10:53:22       65.68        34.97
2018-01-22 10:53:24        65.7        34.97
2018-01-22 10:53:25       65.72        34.97
2018-01-22 10:53:27       65.73        34.97
2018-01-22 10:53:29       65.75        34.97
2018-01-22 10:53:30       65.76        34.97
2018-01-22 10:53:32       65.78        34.97
2018-01-22 10:53:33       65.79        34.97
2018-01-22 10:53:36       65.81        34.97
2018-01-22 10:53:39       65.82        34.97
2018-01-22 10:53:42       65.84        34.97
2018-01-22 10:53:47       65.86        34.97
2018-01-22 10:53:50       65.87        34.97
2018-01-22 10:53:54       65.89        34.97
2018-01-22 10:53:56        65.9        34.97
2018-01-22 10:54:00       65.92        34.97
2018-01-22 10:54:03       65.93        34.97
2018-01-22 10:54:09       65.95        34.97
2018-01-22 10:54:12       65.96        34.97
2018-01-22 10:54:17       65.98        34.97
2018-01-22 10:54:21          66        34.97
2018-01-22 10:54:22       65.99        34.97
2018-01-22 10:54:23       65.97        34.97
2018-01-22 10:54:28       65.95        34.97
2018-01-22 10:54:40       65.94        34.97
2018-01-22 10:56:05       65.92        34.97
2018-01-22 10:56:06       65.91        34.97
2018-01-22 10:56:08       65.88        34.97
2018-01-22 10:56:09       65.86        34.97
2018-01-22 10:56:10       65.84        34.97
2018-01-22 10:56:11       65.82        34.97
2018-01-22 10:56:12       65.79        34.97
2018-01-22 10:56:13       65.77        34.97
2018-01-22 10:56:14       65.74        34.97
2018-01-22 10:56:15       65.72        34.97
2018-01-22 10:56:17       65.67        34.97
2018-01-22 10:56:18       65.64        34.97
2018-01-22 10:56:19       65.62        34.97
2018-01-22 10:56:20       65.61        34.97
2018-01-22 10:56:21       65.58        34.97
2018-01-22 10:56:22       65.54        34.97
2018-01-22 10:56:23       65.52        34.97
2018-01-22 10:56:25       65.49        34.97
2018-01-22 10:56:26       65.47        34.97
2018-01-22 10:56:29       65.45        34.97
2018-01-22 10:56:30       65.44        34.97
2018-01-22 10:56:33       65.42        34.97
2018-01-22 10:56:34        65.4        34.97
2018-01-22 10:56:35       65.39        34.97
2018-01-22 10:56:36       65.38        34.97
2018-01-22 10:56:38       65.36        34.97
2018-01-22 10:56:40       65.34        34.97
2018-01-22 10:56:42       65.33        34.97
2018-01-22 10:56:44        65.3        34.97
2018-01-22 10:56:47       65.27        34.97
2018-01-22 10:56:50       65.25        34.97
2018-01-22 10:56:51       65.24        34.97
2018-01-22 10:56:53       65.22        34.97
2018-01-22 10:56:55        65.2        34.97
2018-01-22 10:56:56       65.19        34.97
2018-01-22 10:57:00       65.17        34.97
2018-01-22 10:57:03       65.16        34.97
2018-01-22 10:57:07       65.14        34.97
2018-01-22 10:57:09       65.13        34.97
2018-01-22 10:57:13       65.11        34.97
2018-01-22 10:57:15        65.1        34.97
2018-01-22 10:57:21       65.08        34.97
2018-01-22 10:57:24       65.06        34.97
2018-01-22 10:57:26       65.05        34.97
2018-01-22 10:57:30       65.03        34.97
2018-01-22 10:57:32       65.02        34.97
2018-01-22 10:57:36          65        34.97
2018-01-22 10:59:35       65.01        34.97
2018-01-22 10:59:37       65.03        34.97
2018-01-22 10:59:38       65.05        34.97
2018-01-22 10:59:39       65.07        34.97
2018-01-22 10:59:40       65.09        34.97
2018-01-22 10:59:41       65.11        34.97
2018-01-22 10:59:42       65.13        34.97
2018-01-22 10:59:43       65.16        34.97
2018-01-22 10:59:44       65.17        34.97
2018-01-22 10:59:45        65.2        34.97
2018-01-22 10:59:46       65.22        34.97
2018-01-22 10:59:47       65.24        34.97
2018-01-22 10:59:48       65.27        34.97
2018-01-22 10:59:49       65.29        34.97
2018-01-22 10:59:50       65.32        34.97
2018-01-22 10:59:51       65.34        34.97
2018-01-22 10:59:52       65.37        34.97
2018-01-22 10:59:53       65.39        34.97
2018-01-22 10:59:54       65.41        34.97
2018-01-22 10:59:55       65.44        34.97
2018-01-22 10:59:56       65.45        34.97
2018-01-22 10:59:57       65.49        34.97
2018-01-22 10:59:58       65.51        34.97
2018-01-22 11:00:01       65.53        34.97
2018-01-22 11:00:02       65.54        34.97
2018-01-22 11:00:04       65.56        34.97
2018-01-22 11:00:05       65.57        34.97
2018-01-22 11:00:07       65.59        34.97
2018-01-22 11:00:09       65.61        34.97
2018-01-22 11:00:10       65.62        34.97
2018-01-22 11:00:13       65.65        34.97
2018-01-22 11:00:16       65.67        34.97
2018-01-22 11:00:17       65.68        34.97
2018-01-22 11:00:18        65.7        34.97
2018-01-22 11:00:20       65.71        34.97
2018-01-22 11:00:22       65.73        34.97
2018-01-22 11:00:24       65.75        34.97
2018-01-22 11:00:25       65.76        34.97
2018-01-22 11:00:27       65.78        34.97
2018-01-22 11:00:28       65.79        34.97
2018-01-22 11:00:30       65.81        34.97
2018-01-22 11:00:33       65.82        34.97
2018-01-22 11:00:37       65.84        34.97
2018-01-22 11:00:41       65.86        34.97
2018-01-22 11:00:44       65.87        34.97
2018-01-22 11:00:48       65.89        34.97
2018-01-22 11:00:50        65.9        34.97
2018-01-22 11:00:55       65.92        34.97
2018-01-22 11:00:56       65.93        34.97
2018-01-22 11:01:03       65.95        34.97
2018-01-22 11:01:06       65.96        34.97
2018-01-22 11:01:10       65.98        34.97
2018-01-22 11:01:15          66        34.97
2018-01-22 11:01:16       65.98        34.97
2018-01-22 11:01:17       65.96        34.97
2018-01-22 11:01:19       65.95        34.97
2018-01-22 11:01:22       65.94        34.97
2018-01-22 11:23:48       65.95        34.97
2018-01-22 11:23:51       65.96        34.97
2018-01-22 11:23:56       65.98        34.97
2018-01-22 11:24:00          66        34.97
2018-01-22 11:25:02       65.99        34.97
2018-01-22 11:25:03       65.97        34.97
2018-01-22 11:25:07       65.95        34.97
2018-01-22 11:25:13       65.94        34.97
2018-01-23 13:11:53       65.94        34.98
2018-01-23 13:25:57       65.94           35
2018-01-23 13:27:40       65.94        35.02
2018-01-23 13:28:06       65.94        35.04
2018-01-23 13:28:09       65.94        35.05
2018-01-23 13:28:19       65.94        35.07
2018-01-23 13:28:47       65.94        35.09
2018-01-23 13:29:31       65.94        35.11
2018-01-23 13:29:58       65.94        35.13
2018-01-23 13:30:04       65.94        35.15
2018-01-23 13:31:50       65.94        35.16
2018-01-23 13:34:32       65.94        35.18
2018-01-23 13:34:38       65.94         35.2
2018-01-23 13:34:48       65.94        35.22
2018-01-23 13:35:42       65.94        35.23
2018-01-23 13:36:38       65.94        35.25
2018-01-23 13:37:22       65.94        35.27
2018-01-23 13:37:54       65.94        35.29
2018-01-23 13:37:59       65.94         35.3
2018-01-23 13:38:46       65.94        35.32
2018-01-23 13:38:51       65.94        35.34
2018-01-23 13:44:30       65.94        35.36
2018-01-23 13:47:39       65.94        35.38
2018-01-23 13:47:52       65.94         35.4
2018-01-23 13:47:55       65.94        35.41
2018-01-23 13:55:21       65.94        35.43
2018-01-23 14:02:27       65.94        35.45
2018-01-23 14:03:37       65.94        35.47
2018-01-23 14:03:41       65.94        35.48
2018-01-23 14:06:49       65.94         35.5
2018-01-23 14:06:55       65.94        35.52
2018-01-23 14:07:01       65.94        35.54
2018-01-23 14:07:11       65.94        35.55
2018-01-23 14:07:19       65.94        35.57
2018-01-23 14:07:23       65.94        35.59
2018-01-23 14:07:29       65.94        35.61
2018-01-23 14:07:33       65.94        35.63
2018-01-23 14:07:38       65.94        35.65
2018-01-23 14:07:41       65.94        35.66
2018-01-23 14:07:56       65.94        35.68
2018-01-23 14:08:06       65.94         35.7
2018-01-23 14:08:23       65.94        35.72
2018-01-23 14:10:51       65.94        35.73
2018-01-23 14:12:23       65.94        35.75
2018-01-23 14:16:23       65.94        35.77
2018-01-23 14:18:06       65.94        35.79
2018-01-23 14:18:13       65.94         35.8
2018-01-23 14:18:38       65.94        35.82
2018-01-23 14:20:07       65.94        35.84
