        Date        ecHMS_Angle ecSHMS_Angle
2018-01-18 11:19:39          22        22.04
2018-01-18 11:19:43          22        22.02
2018-01-18 11:19:47          22           22
2018-01-18 11:22:20       22.01           22
2018-01-18 11:22:22       22.03           22
2018-01-18 11:22:23       22.05           22
2018-01-18 11:22:24       22.07           22
2018-01-18 11:22:25       22.09           22
2018-01-18 11:22:26       22.11           22
2018-01-18 11:22:27       22.13           22
2018-01-18 11:22:28       22.15           22
2018-01-18 11:22:29       22.17           22
2018-01-18 11:22:30        22.2           22
2018-01-18 11:22:31       22.24           22
2018-01-18 11:22:32       22.26           22
2018-01-18 11:22:33       22.29           22
2018-01-18 11:22:34       22.32           22
2018-01-18 11:22:35       22.36           22
2018-01-18 11:22:36       22.39           22
2018-01-18 11:22:37       22.43           22
2018-01-18 11:22:38       22.47           22
2018-01-18 11:22:39       22.51           22
2018-01-18 11:22:40       22.55           22
2018-01-18 11:22:41        22.6           22
2018-01-18 11:22:42       22.63           22
2018-01-18 11:22:43       22.68           22
2018-01-18 11:22:44       22.72           22
2018-01-18 11:22:45       22.76           22
2018-01-18 11:22:46       22.81           22
2018-01-18 11:22:47       22.86           22
2018-01-18 11:22:48       22.89           22
2018-01-18 11:22:49       22.94           22
2018-01-18 11:22:50       22.99           22
2018-01-18 11:22:51       23.02           22
2018-01-18 11:22:52       23.06           22
2018-01-18 11:22:53       23.11           22
2018-01-18 11:22:54       23.15           22
2018-01-18 11:22:55        23.2           22
2018-01-18 11:22:56       23.23           22
2018-01-18 11:22:57       23.28           22
2018-01-18 11:22:58       23.33           22
2018-01-18 11:22:59       23.36           22
2018-01-18 11:23:00        23.4           22
2018-01-18 11:23:01       23.45           22
2018-01-18 11:23:02       23.49           22
2018-01-18 11:23:03       23.54           22
2018-01-18 11:23:04       23.58           22
2018-01-18 11:23:05       23.62           22
2018-01-18 11:23:06       23.67           22
2018-01-18 11:23:07        23.7           22
2018-01-18 11:23:08       23.75           22
2018-01-18 11:23:09       23.79           22
2018-01-18 11:23:10       23.84           22
2018-01-18 11:23:11       23.89           22
2018-01-18 11:23:12       23.91           22
2018-01-18 11:23:13       23.98           22
2018-01-18 11:23:14       24.01           22
2018-01-18 11:23:15       24.06           22
2018-01-18 11:23:16       24.11           22
2018-01-18 11:23:17       24.13           22
2018-01-18 11:23:18       24.19           22
2018-01-18 11:23:19       24.22           22
2018-01-18 11:23:20       24.25           22
2018-01-18 11:23:21       24.31           22
2018-01-18 11:23:22       24.35           22
2018-01-18 11:23:23       24.39           22
2018-01-18 11:23:24       24.44           22
2018-01-18 11:23:25       24.48           22
2018-01-18 11:23:26       24.53           22
2018-01-18 11:23:27       24.56           22
2018-01-18 11:23:28        24.6           22
2018-01-18 11:23:29       24.65           22
2018-01-18 11:23:30       24.69           22
2018-01-18 11:23:31       24.75           22
2018-01-18 11:23:32       24.78           22
2018-01-18 11:23:33       24.82           22
2018-01-18 11:23:34       24.89           22
2018-01-18 11:23:35       24.94           22
2018-01-18 11:23:36       24.96           22
2018-01-18 11:23:37       24.99           22
2018-01-18 11:23:38       25.05           22
2018-01-18 11:23:39       25.08           22
2018-01-18 11:23:40       25.12           22
2018-01-18 11:23:41       25.18           22
2018-01-18 11:23:42        25.2           22
2018-01-18 11:23:43       25.27           22
2018-01-18 11:23:44       25.31           22
2018-01-18 11:23:45       25.34           22
2018-01-18 11:23:46       25.39           22
2018-01-18 11:23:47       25.43           22
2018-01-18 11:23:48       25.47           22
2018-01-18 11:23:49       25.53           22
2018-01-18 11:23:50       25.55           22
2018-01-18 11:23:51       25.61           22
2018-01-18 11:23:52       25.65           22
2018-01-18 11:23:53       25.69           22
2018-01-18 11:23:54       25.73           22
2018-01-18 11:23:55       25.78           22
2018-01-18 11:23:56       25.83           22
2018-01-18 11:23:57       25.87           22
2018-01-18 11:23:58        25.9           22
2018-01-18 11:23:59       25.95           22
2018-01-18 11:24:00       25.99           22
2018-01-18 11:24:01       26.03           22
2018-01-18 11:24:02       26.09           22
2018-01-18 11:24:03       26.12           22
2018-01-18 11:24:04       26.16           22
2018-01-18 11:24:05       26.24           22
2018-01-18 11:24:06       26.27           22
2018-01-18 11:24:07       26.29           22
2018-01-18 11:24:08       26.35           22
2018-01-18 11:24:09       26.38           22
2018-01-18 11:24:10       26.43           22
2018-01-18 11:24:11       26.48           22
2018-01-18 11:24:12       26.51           22
2018-01-18 11:24:13       26.56           22
2018-01-18 11:24:14        26.6           22
2018-01-18 11:24:15       26.64           22
2018-01-18 11:24:16       26.69           22
2018-01-18 11:24:17       26.73           22
2018-01-18 11:24:18       26.78           22
2018-01-18 11:24:19       26.81           22
2018-01-18 11:24:20       26.87           22
2018-01-18 11:24:21        26.9           22
2018-01-18 11:24:22       26.95           22
2018-01-18 11:24:23       26.98           22
2018-01-18 11:24:24       27.03           22
2018-01-18 11:24:25       27.08           22
2018-01-18 11:24:26       27.13           22
2018-01-18 11:24:27       27.15           22
2018-01-18 11:24:28       27.21           22
2018-01-18 11:24:29       27.24           22
2018-01-18 11:24:30        27.3           22
2018-01-18 11:24:31       27.34           22
2018-01-18 11:24:32       27.37           22
2018-01-18 11:24:33       27.43           22
2018-01-18 11:24:34       27.46           22
2018-01-18 11:24:35       27.51           22
2018-01-18 11:24:36       27.55           22
2018-01-18 11:24:37       27.58           22
2018-01-18 11:24:38       27.65           22
2018-01-18 11:24:39       27.68           22
2018-01-18 11:24:40       27.72           22
2018-01-18 11:24:41       27.78           22
2018-01-18 11:24:42       27.81           22
2018-01-18 11:24:43       27.86           22
2018-01-18 11:24:44       27.91           22
2018-01-18 11:24:45       27.94           22
2018-01-18 11:24:46       27.98           22
2018-01-18 11:24:47       28.03           22
2018-01-18 11:24:48       28.07           22
2018-01-18 11:24:49       28.12           22
2018-01-18 11:24:50       28.16           22
2018-01-18 11:24:51        28.2           22
2018-01-18 11:24:52       28.25           22
2018-01-18 11:24:53        28.3           22
2018-01-18 11:24:54       28.35           22
2018-01-18 11:24:55       28.37           22
2018-01-18 11:24:56       28.42           22
2018-01-18 11:24:57       28.47           22
2018-01-18 11:24:58        28.5           22
2018-01-18 11:24:59       28.55           22
2018-01-18 11:25:00       28.59           22
2018-01-18 11:25:01       28.63           22
2018-01-18 11:25:02       28.69           22
2018-01-18 11:25:03       28.71           22
2018-01-18 11:25:04       28.78           22
2018-01-18 11:25:05       28.81           22
2018-01-18 11:25:06       28.85           22
2018-01-18 11:25:07       28.92           22
2018-01-18 11:25:08       28.94           22
2018-01-18 11:25:09       28.99           22
2018-01-18 11:25:10       29.04           22
2018-01-18 11:25:11       29.07           22
2018-01-18 11:25:12       29.12           22
2018-01-18 11:25:13       29.18           22
2018-01-18 11:25:14       29.19           22
2018-01-18 11:25:15       29.26           22
2018-01-18 11:25:16        29.3           22
2018-01-18 11:25:17       29.33           22
2018-01-18 11:25:18       29.38           22
2018-01-18 11:25:19       29.44           22
2018-01-18 11:25:20       29.46           22
2018-01-18 11:25:21       29.51           22
2018-01-18 11:25:22       29.56           22
2018-01-18 11:25:23       29.59           22
2018-01-18 11:25:24       29.64           22
2018-01-18 11:25:25        29.7           22
2018-01-18 11:25:26       29.72           22
2018-01-18 11:25:27       29.78           22
2018-01-18 11:25:28       29.82           22
2018-01-18 11:25:29       29.85           22
2018-01-18 11:25:30       29.91           22
2018-01-18 11:25:31       29.95           22
2018-01-18 11:25:32       29.97           22
2018-01-18 11:25:33       30.04           22
2018-01-18 11:25:34       30.07           22
2018-01-18 11:25:35       30.11           22
2018-01-18 11:25:36       30.17           22
2018-01-18 11:25:37        30.2           22
2018-01-18 11:25:38       30.25           22
2018-01-18 11:25:39       30.29           22
2018-01-18 11:25:40       30.33           22
2018-01-18 11:25:41       30.38           22
2018-01-18 11:25:42       30.45           22
2018-01-18 11:25:43       30.49           22
2018-01-18 11:25:44       30.51           22
2018-01-18 11:25:45       30.54           22
2018-01-18 11:25:46       30.61           22
2018-01-18 11:25:47       30.64           22
2018-01-18 11:25:48       30.68           22
2018-01-18 11:25:49       30.74           22
2018-01-18 11:25:50       30.76           22
2018-01-18 11:25:51       30.81           22
2018-01-18 11:25:52       30.87           22
2018-01-18 11:25:53       30.89           22
2018-01-18 11:25:54       30.94           22
2018-01-18 11:25:55       30.99           22
2018-01-18 11:25:56       31.01           22
2018-01-18 11:25:57       31.08           22
2018-01-18 11:25:58       31.11           22
2018-01-18 11:25:59       31.15           22
2018-01-18 11:26:00       31.21           22
2018-01-18 11:26:01       31.23           22
2018-01-18 11:26:02       31.29           22
2018-01-18 11:26:03       31.33           22
2018-01-18 11:26:04       31.36           22
2018-01-18 11:26:05       31.42           22
2018-01-18 11:26:06       31.46           22
2018-01-18 11:26:07       31.49           22
2018-01-18 11:26:08       31.56           22
2018-01-18 11:26:09       31.59           22
2018-01-18 11:26:10       31.63           22
2018-01-18 11:26:11       31.68           22
2018-01-18 11:26:12       31.71           22
2018-01-18 11:26:13       31.76           22
2018-01-18 11:26:14       31.81           22
2018-01-18 11:26:15       31.84           22
2018-01-18 11:26:16       31.89           22
2018-01-18 11:26:17       31.93           22
2018-01-18 11:26:18       31.98           22
2018-01-18 11:26:19       32.03           22
2018-01-18 11:26:20       32.06           22
2018-01-18 11:26:21       32.11           22
2018-01-18 11:26:22       32.15           22
2018-01-18 11:26:23       32.19           22
2018-01-18 11:26:24       32.24           22
2018-01-18 11:26:25       32.28           22
2018-01-18 11:26:26       32.32           22
2018-01-18 11:26:27       32.37           22
2018-01-18 11:26:28       32.41           22
2018-01-18 11:26:29       32.45           22
2018-01-18 11:26:30        32.5           22
2018-01-18 11:26:31       32.54           22
2018-01-18 11:26:32       32.58           22
2018-01-18 11:26:33       32.62           22
2018-01-18 11:26:34       32.67           22
2018-01-18 11:26:35       32.71           22
2018-01-18 11:26:36       32.76           22
2018-01-18 11:26:37        32.8           22
2018-01-18 11:26:38       32.83           22
2018-01-18 11:26:39       32.89           22
2018-01-18 11:26:40       32.93           22
2018-01-18 11:26:41       32.97           22
2018-01-18 11:26:42       33.01           22
2018-01-18 11:26:43       33.05           22
2018-01-18 11:26:44       33.11           22
2018-01-18 11:26:45       33.14           22
2018-01-18 11:26:46       33.18           22
2018-01-18 11:26:47       33.24           22
2018-01-18 11:26:48       33.28           22
2018-01-18 11:26:49       33.32           22
2018-01-18 11:26:50       33.37           22
2018-01-18 11:26:51       33.41           22
2018-01-18 11:26:52       33.44           22
2018-01-18 11:26:53        33.5           22
2018-01-18 11:26:54       33.56           22
2018-01-18 11:26:56       33.63           22
2018-01-18 11:26:57       33.68           22
2018-01-18 11:26:58       33.71           22
2018-01-18 11:26:59       33.77           22
2018-01-18 11:27:00        33.8           22
2018-01-18 11:27:01       33.84           22
2018-01-18 11:27:02       33.89           22
2018-01-18 11:27:03       33.92           22
2018-01-18 11:27:04       33.97           22
2018-01-18 11:27:05       34.01           22
2018-01-18 11:27:06       34.03           22
2018-01-18 11:27:07       34.06           22
2018-01-18 11:27:08       34.08           22
2018-01-18 11:27:09       34.11           22
2018-01-18 11:27:10       34.14           22
2018-01-18 11:27:12       34.19           22
2018-01-18 11:27:13        34.2           22
2018-01-18 11:27:14       34.23           22
2018-01-18 11:27:15       34.25           22
2018-01-18 11:27:16       34.27           22
2018-01-18 11:27:17        34.3           22
2018-01-18 11:27:18       34.32           22
2018-01-18 11:27:19       34.35           22
2018-01-18 11:27:20       34.38           22
2018-01-18 11:27:22       34.42           22
2018-01-18 11:27:23       34.44           22
2018-01-18 11:27:24       34.47           22
2018-01-18 11:27:25       34.49           22
2018-01-18 11:27:27       34.52           22
2018-01-18 11:27:29       34.54           22
2018-01-18 11:27:31       34.55           22
2018-01-18 11:27:33       34.57           22
2018-01-18 11:27:35       34.59           22
2018-01-18 11:27:37       34.61           22
2018-01-18 11:27:39       34.63           22
2018-01-18 11:27:41       34.65           22
2018-01-18 11:27:42       34.66           22
2018-01-18 11:27:44       34.68           22
2018-01-18 11:27:46        34.7           22
2018-01-18 11:27:49       34.73           22
2018-01-18 11:27:52       34.75           22
2018-01-18 11:27:54       34.77           22
2018-01-18 11:27:56        34.8           22
2018-01-18 11:28:01       34.82           22
2018-01-18 11:28:06       34.84           22
2018-01-18 11:28:09       34.86           22
2018-01-18 11:28:15       34.88           22
2018-01-18 11:28:19        34.9           22
2018-01-18 11:28:21       34.91           22
2018-01-18 11:28:25       34.93           22
2018-01-18 11:28:30       34.95           22
2018-01-18 11:28:34       34.97           22
2018-01-18 11:28:36       34.98           22
2018-01-18 11:28:40          35           22
2018-01-18 13:17:00          35        22.01
2018-01-18 13:17:02          35        22.03
2018-01-18 13:17:03          35        22.05
2018-01-18 13:17:05          35        22.07
2018-01-18 13:17:06          35         22.1
2018-01-18 13:17:07          35        22.13
2018-01-18 13:17:08          35        22.15
2018-01-18 13:17:10          35        22.19
2018-01-18 13:17:11          35        22.22
2018-01-18 13:17:12          35        22.24
2018-01-18 13:17:13          35        22.28
2018-01-18 13:17:14          35        22.31
2018-01-18 13:17:15          35        22.34
2018-01-18 13:17:16          35        22.38
2018-01-18 13:17:17          35        22.43
2018-01-18 13:17:18          35        22.47
2018-01-18 13:17:19          35        22.49
2018-01-18 13:17:20          35        22.54
2018-01-18 13:17:21          35        22.61
2018-01-18 13:17:22          35        22.64
2018-01-18 13:17:23          35        22.66
2018-01-18 13:17:24          35        22.74
2018-01-18 13:17:25          35        22.78
2018-01-18 13:17:26          35         22.8
2018-01-18 13:17:27          35        22.86
2018-01-18 13:17:28          35        22.91
2018-01-18 13:17:29          35        22.94
2018-01-18 13:17:30          35           23
2018-01-18 13:17:31          35        23.05
2018-01-18 13:17:32          35        23.08
2018-01-18 13:17:33          35        23.13
2018-01-18 13:17:34          35        23.18
2018-01-18 13:17:35          35        23.22
2018-01-18 13:17:36          35        23.27
2018-01-18 13:17:37          35        23.32
2018-01-18 13:17:38          35        23.37
2018-01-18 13:17:39          35        23.42
2018-01-18 13:17:40          35        23.46
2018-01-18 13:17:41          35        23.51
2018-01-18 13:17:42          35        23.55
2018-01-18 13:17:43          35        23.59
2018-01-18 13:17:44          35        23.63
2018-01-18 13:17:45          35        23.69
2018-01-18 13:17:46          35        23.74
2018-01-18 13:17:47          35        23.76
2018-01-18 13:17:48          35        23.82
2018-01-18 13:17:49          35        23.87
2018-01-18 13:17:50          35        23.89
2018-01-18 13:17:51          35        23.95
2018-01-18 13:17:52          35        24.02
2018-01-18 13:17:53          35        24.06
2018-01-18 13:17:54          35        24.08
2018-01-18 13:17:55          35        24.15
2018-01-18 13:17:56          35        24.19
2018-01-18 13:17:57          35        24.21
2018-01-18 13:17:58          35        24.27
2018-01-18 13:17:59          35        24.35
2018-01-18 13:18:00          35        24.38
2018-01-18 13:18:01          35         24.4
2018-01-18 13:18:02          35        24.46
2018-01-18 13:18:03          35        24.52
2018-01-18 13:18:04          35        24.57
2018-01-18 13:18:05          35        24.59
2018-01-18 13:18:06          35        24.63
2018-01-18 13:18:07          35         24.7
2018-01-18 13:18:08          35        24.75
2018-01-18 13:18:09          35        24.76
2018-01-18 13:18:10          35        24.82
2018-01-18 13:18:11          35        24.91
2018-01-18 13:18:12          35        24.93
2018-01-18 13:18:13          35        24.94
2018-01-18 13:18:14          35           25
2018-01-18 13:18:15          35        25.05
2018-01-18 13:18:16          35        25.08
2018-01-18 13:18:17          35        25.14
2018-01-18 13:18:18          35        25.17
2018-01-18 13:18:19          35        25.24
2018-01-18 13:18:20          35        25.28
2018-01-18 13:18:21          35        25.31
2018-01-18 13:18:22          35        25.38
2018-01-18 13:18:23          35        25.41
2018-01-18 13:18:24          35        25.46
2018-01-18 13:18:25          35        25.51
2018-01-18 13:18:26          35        25.54
2018-01-18 13:18:27          35         25.6
2018-01-18 13:18:28          35        25.64
2018-01-18 13:18:29          35        25.68
2018-01-18 13:18:30          35        25.73
2018-01-18 13:18:31          35        25.78
2018-01-18 13:18:32          35        25.81
2018-01-18 13:18:33          35        25.88
2018-01-18 13:18:34          35        25.91
2018-01-18 13:18:35          35        25.95
2018-01-18 13:18:36          35        26.01
2018-01-18 13:18:37          35        26.05
2018-01-18 13:18:38          35        26.09
2018-01-18 13:18:39          35        26.15
2018-01-18 13:18:40          35        26.18
2018-01-18 13:18:41          35        26.23
2018-01-18 13:18:42          35        26.27
2018-01-18 13:18:43          35        26.31
2018-01-18 13:18:44          35        26.37
2018-01-18 13:18:45          35        26.41
2018-01-18 13:18:46          35        26.45
2018-01-18 13:18:47          35        26.51
2018-01-18 13:18:48          35        26.54
2018-01-18 13:18:49          35         26.6
2018-01-18 13:18:50          35        26.64
2018-01-18 13:18:51          35        26.68
2018-01-18 13:18:52          35        26.74
2018-01-18 13:18:53          35        26.78
2018-01-18 13:18:54          35        26.82
2018-01-18 13:18:55          35        26.87
2018-01-18 13:18:56          35        26.91
2018-01-18 13:18:57          35        26.96
2018-01-18 13:18:58          35        27.01
2018-01-18 13:18:59          35        27.06
2018-01-18 13:19:00          35         27.1
2018-01-18 13:19:01          35        27.15
2018-01-18 13:19:02          35        27.19
2018-01-18 13:19:03          35        27.24
2018-01-18 13:19:04          35        27.28
2018-01-18 13:19:05          35        27.33
2018-01-18 13:19:06          35        27.37
2018-01-18 13:19:07          35        27.42
2018-01-18 13:19:08          35        27.47
2018-01-18 13:19:09          35        27.52
2018-01-18 13:19:10          35        27.58
2018-01-18 13:19:11          35        27.62
2018-01-18 13:19:13          35         27.7
2018-01-18 13:19:14          35        27.76
2018-01-18 13:19:15          35        27.79
2018-01-18 13:19:16          35        27.82
2018-01-18 13:19:17          35        27.88
2018-01-18 13:19:18          35        27.94
2018-01-18 13:19:19          35        27.97
2018-01-18 13:19:20          35        28.01
2018-01-18 13:19:21          35        28.07
2018-01-18 13:19:22          35        28.12
2018-01-18 13:19:24          35         28.2
2018-01-18 13:19:25          35        28.23
2018-01-18 13:19:26          35        28.28
2018-01-18 13:19:27          35        28.33
2018-01-18 13:19:28          35        28.37
2018-01-18 13:19:29          35        28.42
2018-01-18 13:19:30          35        28.47
2018-01-18 13:19:31          35         28.5
2018-01-18 13:19:32          35        28.56
2018-01-18 13:19:33          35         28.6
2018-01-18 13:19:34          35        28.65
2018-01-18 13:19:35          35        28.69
2018-01-18 13:19:36          35        28.74
2018-01-18 13:19:37          35        28.79
2018-01-18 13:19:38          35        28.82
2018-01-18 13:19:39          35        28.88
2018-01-18 13:19:40          35        28.93
2018-01-18 13:19:41          35        28.96
2018-01-18 13:19:42          35           29
2018-01-18 13:19:43          35        29.07
2018-01-18 13:19:44          35         29.1
2018-01-18 13:19:45          35        29.15
2018-01-18 13:19:46          35        29.19
2018-01-18 13:19:47          35        29.24
2018-01-18 13:19:48          35        29.28
2018-01-18 13:19:49          35        29.34
2018-01-18 13:19:50          35        29.38
2018-01-18 13:19:51          35        29.42
2018-01-18 13:19:52          35        29.47
2018-01-18 13:19:53          35        29.51
2018-01-18 13:19:54          35        29.56
2018-01-18 13:19:55          35        29.61
2018-01-18 13:19:56          35        29.65
2018-01-18 13:19:57          35        29.69
2018-01-18 13:19:58          35        29.74
2018-01-18 13:19:59          35        29.79
2018-01-18 13:20:00          35        29.82
2018-01-18 13:20:01          35        29.89
2018-01-18 13:20:02          35        29.93
2018-01-18 13:20:03          35        29.97
2018-01-18 13:20:04          35           30
2018-01-18 13:20:05          35        30.06
2018-01-18 13:20:06          35        30.11
2018-01-18 13:20:07          35        30.15
2018-01-18 13:20:08          35        30.19
2018-01-18 13:20:09          35        30.25
2018-01-18 13:20:10          35        30.29
2018-01-18 13:20:11          35        30.33
2018-01-18 13:20:12          35        30.38
2018-01-18 13:20:13          35        30.42
2018-01-18 13:20:14          35        30.47
2018-01-18 13:20:15          35        30.52
2018-01-18 13:20:16          35        30.56
2018-01-18 13:20:17          35        30.61
2018-01-18 13:20:18          35        30.65
2018-01-18 13:20:19          35        30.71
2018-01-18 13:20:20          35        30.75
2018-01-18 13:20:21          35         30.8
2018-01-18 13:20:22          35        30.87
2018-01-18 13:20:23          35        30.92
2018-01-18 13:20:24          35        30.96
2018-01-18 13:20:25          35        30.98
2018-01-18 13:20:26          35        31.01
2018-01-18 13:20:27          35        31.07
2018-01-18 13:20:28          35        31.11
2018-01-18 13:20:29          35        31.16
2018-01-18 13:20:30          35        31.21
2018-01-18 13:20:31          35        31.24
2018-01-18 13:20:32          35        31.28
2018-01-18 13:20:33          35        31.36
2018-01-18 13:20:34          35         31.4
2018-01-18 13:20:36          35        31.48
2018-01-18 13:20:37          35        31.52
2018-01-18 13:20:38          35        31.55
2018-01-18 13:20:39          35        31.61
2018-01-18 13:20:40          35        31.64
2018-01-18 13:20:41          35        31.71
2018-01-18 13:20:42          35        31.74
2018-01-18 13:20:43          35        31.78
2018-01-18 13:20:44          35        31.83
2018-01-18 13:20:45          35        31.88
2018-01-18 13:20:46          35        31.92
2018-01-18 13:20:47          35        31.96
2018-01-18 13:20:48          35        32.02
2018-01-18 13:20:49          35        32.05
2018-01-18 13:20:50          35        32.11
2018-01-18 13:20:51          35        32.15
2018-01-18 13:20:52          35         32.2
2018-01-18 13:20:53          35        32.24
2018-01-18 13:20:54          35        32.31
2018-01-18 13:20:55          35        32.35
2018-01-18 13:20:56          35        32.37
2018-01-18 13:20:57          35        32.44
2018-01-18 13:20:58          35        32.47
2018-01-18 13:20:59          35        32.52
2018-01-18 13:21:00          35        32.56
2018-01-18 13:21:01          35        32.61
2018-01-18 13:21:02          35        32.65
2018-01-18 13:21:03          35        32.71
2018-01-18 13:21:04          35        32.77
2018-01-18 13:21:06          35        32.84
2018-01-18 13:21:07          35        32.91
2018-01-18 13:21:08          35        32.95
2018-01-18 13:21:10          35        33.04
2018-01-18 13:21:11          35        33.08
2018-01-18 13:21:12          35         33.1
2018-01-18 13:21:13          35        33.18
2018-01-18 13:21:14          35        33.23
2018-01-18 13:21:15          35        33.25
2018-01-18 13:21:16          35         33.3
2018-01-18 13:21:17          35        33.37
2018-01-18 13:21:18          35        33.41
2018-01-18 13:21:20          35         33.5
2018-01-18 13:21:21          35        33.55
2018-01-18 13:21:22          35        33.57
2018-01-18 13:21:23          35        33.62
2018-01-18 13:21:24          35        33.68
2018-01-18 13:21:25          35        33.72
2018-01-18 13:21:26          35        33.74
2018-01-18 13:21:27          35        33.82
2018-01-18 13:21:28          35        33.88
2018-01-18 13:21:29          35        33.91
2018-01-18 13:21:30          35        33.93
2018-01-18 13:21:31          35        33.99
2018-01-18 13:21:32          35        34.07
2018-01-18 13:21:33          35        34.05
2018-01-18 13:21:34          35        34.07
2018-01-18 13:21:35          35         34.1
2018-01-18 13:21:37          35        34.14
2018-01-18 13:21:38          35        34.17
2018-01-18 13:21:39          35        34.19
2018-01-18 13:21:40          35        34.22
2018-01-18 13:21:41          35        34.24
2018-01-18 13:21:42          35        34.27
2018-01-18 13:21:43          35         34.3
2018-01-18 13:21:44          35        34.32
2018-01-18 13:21:45          35        34.35
2018-01-18 13:21:46          35        34.38
2018-01-18 13:21:48          35        34.43
2018-01-18 13:21:49          35        34.46
2018-01-18 13:21:51          35        34.51
2018-01-18 13:21:52          35        34.54
2018-01-18 13:21:56          35        34.55
2018-01-18 13:21:58          35        34.57
2018-01-18 13:22:00          35        34.59
2018-01-18 13:22:02          35        34.61
2018-01-18 13:22:04          35        34.63
2018-01-18 13:22:06          35        34.65
2018-01-18 13:22:07          35        34.66
2018-01-18 13:22:09          35        34.68
2018-01-18 13:22:11          35         34.7
2018-01-18 13:22:13          35        34.72
2018-01-18 13:22:14          35        34.73
2018-01-18 13:22:16          35        34.75
2018-01-18 13:22:18          35        34.77
2018-01-18 13:22:20          35        34.79
2018-01-18 13:22:21          35         34.8
2018-01-18 13:22:25          35        34.82
2018-01-18 13:22:30          35        34.84
2018-01-18 13:22:34          35        34.86
2018-01-18 13:22:38          35        34.88
2018-01-18 13:22:42          35         34.9
2018-01-18 13:22:44          35        34.91
2018-01-18 13:22:48          35        34.93
2018-01-18 13:22:52          35        34.95
2018-01-18 13:22:57          35        34.97
2018-01-18 13:22:59          35        34.98
2018-01-18 13:23:04          35           35
2018-01-18 13:23:09          35        34.98
2018-01-18 13:23:22          35        34.97
2018-01-18 13:34:11          35        34.98
2018-01-18 13:34:16          35           35
2018-01-18 13:34:22          35        34.98
2018-01-18 13:34:41          35        34.97
2018-01-18 13:35:04          35        34.95
2018-01-18 13:35:05          35        34.94
2018-01-18 13:35:06          35        34.92
2018-01-18 13:35:08          35        34.88
2018-01-18 13:35:09          35        34.85
2018-01-18 13:35:10          35        34.81
2018-01-18 13:35:11          35        34.79
2018-01-18 13:35:14          35        34.73
2018-01-18 13:35:15          35         34.7
2018-01-18 13:35:16          35        34.67
2018-01-18 13:35:17          35        34.63
2018-01-18 13:35:18          35         34.6
2018-01-18 13:35:19          35        34.56
2018-01-18 13:35:20          35        34.52
2018-01-18 13:35:21          35        34.49
2018-01-18 13:35:22          35        34.44
2018-01-18 13:35:23          35        34.39
2018-01-18 13:35:24          35        34.35
2018-01-18 13:35:25          35        34.29
2018-01-18 13:35:26          35        34.26
2018-01-18 13:35:27          35        34.21
2018-01-18 13:35:28          35        34.17
2018-01-18 13:35:29          35        34.11
2018-01-18 13:35:30          35        34.06
2018-01-18 13:35:31          35        34.04
2018-01-18 13:35:32          35           34
2018-01-18 13:35:33          35        33.93
2018-01-18 13:35:34          35        33.89
2018-01-18 13:35:35          35        33.85
2018-01-18 13:35:36          35         33.8
2018-01-18 13:35:37          35        33.74
2018-01-18 13:35:38          35         33.7
2018-01-18 13:35:39          35        33.67
2018-01-18 13:35:40          35        33.62
2018-01-18 13:35:41          35        33.56
2018-01-18 13:35:42          35        33.52
2018-01-18 13:35:43          35        33.49
2018-01-18 13:35:44          35        33.45
2018-01-18 13:35:45          35        33.35
2018-01-18 13:35:46          35        33.33
2018-01-18 13:35:48          35        33.23
2018-01-18 13:35:49          35        33.17
2018-01-18 13:35:51          35        33.12
2018-01-18 13:35:52          35        33.03
2018-01-18 13:35:53          35        33.01
2018-01-18 13:35:55          35        32.93
2018-01-18 13:35:56          35        32.85
2018-01-18 13:35:57          35        32.83
2018-01-18 13:35:59          35        32.75
2018-01-18 13:36:00          35        32.68
2018-01-18 13:36:01          35        32.63
2018-01-18 13:36:02          35         32.6
2018-01-18 13:36:04          35        32.52
2018-01-18 13:36:05          35        32.45
2018-01-18 13:36:06          35        32.41
2018-01-18 13:36:07          35        32.39
2018-01-18 13:36:08          35        32.36
2018-01-18 13:36:09          35        32.29
2018-01-18 13:36:10          35        32.26
2018-01-18 13:36:11          35        32.22
2018-01-18 13:36:12          35        32.13
2018-01-18 13:36:13          35        32.08
2018-01-18 13:36:15          35        32.03
2018-01-18 13:36:16          35        31.95
2018-01-18 13:36:17          35         31.9
2018-01-18 13:36:18          35        31.87
2018-01-18 13:36:19          35        31.84
2018-01-18 13:36:20          35         31.8
2018-01-18 13:36:21          35        31.73
2018-01-18 13:36:22          35        31.67
2018-01-18 13:36:23          35        31.64
2018-01-18 13:36:24          35         31.6
2018-01-18 13:36:25          35        31.55
2018-01-18 13:36:26          35        31.49
2018-01-18 13:36:27          35        31.45
2018-01-18 13:36:28          35        31.42
2018-01-18 13:36:29          35        31.39
2018-01-18 13:36:30          35        31.35
2018-01-18 13:36:31          35         31.3
2018-01-18 13:36:32          35        31.25
2018-01-18 13:36:33          35        31.21
2018-01-18 13:36:34          35        31.17
2018-01-18 13:36:35          35        31.13
2018-01-18 13:36:36          35        31.06
2018-01-18 13:36:37          35        31.02
2018-01-18 13:36:38          35        30.99
2018-01-18 13:36:39          35        30.95
2018-01-18 13:36:40          35        30.91
2018-01-18 13:36:41          35        30.84
2018-01-18 13:36:42          35        30.81
2018-01-18 13:36:43          35        30.76
2018-01-18 13:36:44          35        30.71
